47418,8044718,9892917
54505,7928455,9969683
66427,8208292,9690374
70115,8208940,9695732
88854,8306251,9569031
176035,8006501,9796158
177367,8149586,9657821
180423,8523907,9244509
233921,8049124,9684121
247800,7740854,9998775
285385,8674186,8987781
297276,7960682,9701298
315144,8100515,9577040
397678,7880684,9667933
402672,8272580,9279377
472498,7947191,9522469
502187,7953692,9529184
508844,8447942,8990758
599765,7587844,9762255
665539,8190479,9100519
729544,8291373,8979035
732658,8073422,9151347
775758,8219532,8992459
791955,8004435,9163281
834375,7651777,9463686
981013,7451347,9519825
1007834,8049706,8898501
1043423,7770275,9154985
1069554,7983043,8905593
1113695,8227842,8615862
1142265,7864033,8952396
1297903,7192271,9500188
1370084,7468994,9104193
1401730,7257734,9319161
1416249,7260005,9321990
1449209,6939141,9609657
1499747,7833994,8622274
1556233,7361573,9041435
1642122,7735099,8588257
1647334,6997151,9304489
1648184,7513520,8790104
1678994,6936931,9343930
1689977,7293888,9013390
1741306,6829205,9424345
1753775,6965237,9223831
1865988,7729172,8400131
1896239,7199822,8890526
1986822,7077129,8904204
2004365,6797028,9157880
2027388,7129122,8793940
2052051,7598543,8343878
2066752,6843644,9033919
2067309,7183788,8740073
2087519,6848231,9051113
2122018,7210870,8664528
2155271,6883802,8902034
2177512,7095339,8691643
2211625,6814135,8933715
2260767,6847900,8879674
2263782,6987969,8748135
2275616,6698381,8972612
2291599,6881689,8784262
2349956,7028850,8595021
2413468,6552312,9026852
2641427,6379249,8948549
2679986,6571010,8707792
2707161,6311036,8969709
2765390,6748108,8443785
2782611,6489040,8682818
2797082,6367556,8791841
2875449,6414409,8651538
2885393,6425707,8654140
2946003,6461286,8591143
2956593,6897194,8094512
2963216,6508981,8468973
2972032,6198541,8823582
3053428,6258901,8650735
3095076,6112471,8784185
3206381,6180643,8606903
3230095,6375612,8339435
3242958,6007815,8706097
3262903,6411224,8267409
3290648,6360890,8301051
3323198,6335762,8282922
3423581,6124610,8424882
3522502,6397568,8029166
3538688,6053178,8395643
3683409,6506720,7787706
3787643,5566652,8604998
3854021,5676813,8461211
4066001,6144317,7761490
4387856,6236260,7355315
26067,1021664,7066017,9861464
40359,3426894,3433081,9883382
56875,501773,7498032,9915927
78029,359633,8288271,9265664
82018,221001,7977524,9707116
98588,569296,7585129,9714973
100456,551988,7577253,9764099
116406,419643,7859684,9589089
128078,867908,7387482,9604811
139086,1012057,7027185,9791898
167598,760006,7414740,9625482
168181,319477,8109442,9392266
174493,920976,7426957,9458448
181357,351392,7509201,9931941
202169,2006092,7341116,8427540
220405,664720,7413745,9681574
228348,390900,7797969,9564241
262276,556411,7374500,9777633
287008,427824,8501639,8764845
322674,2112762,6903015,8657894
344208,2118230,6931981,8574232
349345,1125976,7317098,9193793
355151,611708,7149554,9880240
366308,526138,7548453,9538422
423166,1930345,6750243,8859454
433048,875065,7264394,9403149
446572,1329460,6876269,9292891
450651,1762886,6599643,9179916
454615,1249796,7091813,9192736
517423,1308746,7349632,8807228
544523,993908,7359842,9065918
550808,3444009,6427397,7566201
557743,753092,6873584,9787055
610301,792769,6950780,9629629
626900,1984535,6789788,8565736
648705,874798,6972797,9482259
686114,1091483,6940701,9258508
714181,810249,7535653,8915762
741709,1904905,6723097,8616818
745555,1005653,7369701,8851388
750828,848333,7218657,9143643
755021,1671818,6753943,8791537
781334,1024966,7286827,8893827
795625,960149,7308610,8902635
796538,2758518,6673677,7758611
804320,978033,7136358,9048128
815265,4314412,6333387,6517665
817573,1358792,6971605,8828703
822218,4710755,6120351,6342621
875760,1758964,6581892,8778051
936663,2249995,6396512,8407638
940526,4613279,6151658,6288647
962626,4230450,6096613,6694911
985257,1113794,6833985,9057746
996129,2282024,6540035,8170233
1007361,1562030,6545852,8858509
