5095,5518,5730,5748
5590,5942,6643,7041,7093,7234,7457
5665,6081,6742,6939,7014,7200,7359
5842,6033,6661,6918,6932,6976,7046
3308,4254,4896,6447,6651,7044,7139,7261
3310,4634,4919,6246,6470,6977,7154,7290
3636,4272,5013,6425,6613,6940,7028,7073
3722,4348,4660,5767,6937,7060,7172,7334
3797,4689,5439,5661,5884,7003,7179,7348
3820,4388,5125,6405,6559,6701,6938,7064
3899,4224,5229,6096,6200,6785,7202,7365
3934,5240,5496,5922,6338,6426,6615,7029
3936,5576,5630,5812,6100,6191,6790,6965
3962,5621,5814,6011,6136,6234,6364,6858
4061,5300,5823,6047,6155,6158,6478,6978
4070,4268,4947,5521,6680,7047,7158,7309
4136,4652,5130,5764,5858,6980,7159,7321
4222,5043,5445,5889,6308,6416,6609,7068
4241,4433,4783,5675,6207,7074,7215,7372
4264,5362,5514,5542,5635,6694,6935,7054
4492,5092,5498,6112,6214,6346,6445,6801
5000,5158,5431,5659,6049,6180,6536,6987
5081,5563,5673,5801,5914,6261,6327,6380
5129,5331,5337,5736,6167,6392,6394,6514
5217,5523,5547,5784,6037,6188,6302,6402
3462,4249,4803,5086,5280,5629,5711,5813,6967
4139,4165,4364,4569,4640,5871,6270,6287,6695
4410,4731,4740,4994,5219,5493,5557,5786,6070
3,348,556,989,2360,5318,9171,9306,9401,9548
7,62,201,441,823,6414,9609,9705,9827,9911
8,443,623,1160,1752,5492,9188,9333,9446,9555
16,77,287,646,929,5906,9634,9719,9859,9927
22,239,293,581,774,5910,9641,9738,9873,9929
30,119,245,298,460,6617,9653,9767,9878,9933
36,253,399,484,801,5750,9661,9788,9890,9938
47,141,256,495,803,5926,9679,9804,9894,9955
48,258,406,503,1398,5018,9683,9807,9900,9979
50,187,264,509,986,5610,9684,9809,9903,9998
61,191,269,438,602,6412,9607,9698,9814,9908
76,229,361,562,751,5897,9630,9712,9857,9925
111,376,657,955,1830,5495,9213,9337,9452,9574
120,318,587,668,881,6769,9253,9347,9475,9582
152,331,592,900,1610,5663,9271,9383,9498,9600
230,370,445,1763,1825,4815,9207,9335,9450,9560
276,351,559,1287,1428,5622,9183,9321,9420,9553
284,1031,1439,1822,1980,4667,8784,8906,8985,9102
324,402,885,965,1223,5503,9260,9353,9489,9596
338,599,706,1120,1678,4751,9283,9398,9523,9604
386,664,959,1068,1190,5118,9218,9345,9472,9580
423,902,1269,1419,1797,5148,8848,8967,9062,9165
455,1057,1170,1454,1651,5338,8812,8930,9017,9116
575,843,1709,1915,3293,4479,8413,8492,8577,8704
584,776,1475,1659,1719,4886,8817,8935,9022,9127
590,691,1397,1782,2065,4508,8829,8961,9043,9134
608,721,1027,1692,1741,5489,8777,8872,8974,9099
699,806,970,1256,1729,5512,8840,8963,9061,9164
707,821,904,1690,1735,5460,8760,8871,8972,9080
762,1038,1167,1567,1647,4990,8803,8923,9000,9103
809,1514,1619,1895,2449,4324,8459,8536,8639,8756
842,917,1643,1913,2368,5185,8395,8473,8575,8689
846,1327,1571,1918,2269,4848,8425,8505,8578,8713
850,1581,1860,1926,2398,4133,8426,8508,8587,8731
906,1911,1966,2362,3125,4245,7960,8063,8172,8290
961,1096,1203,1586,2225,4011,8818,8940,9032,9128
1113,1491,1607,2234,2486,3766,8438,8518,8599,8748
1115,1513,1672,2237,2335,3778,8440,8531,8628,8751
1137,1286,1426,2103,2451,4557,8381,8462,8540,8657
1146,1531,1637,1811,2253,4560,8389,8470,8543,8660
1299,1539,1698,2265,3204,4469,7972,8068,8190,8296
1325,2461,2779,2873,2956,3692,7490,7729,7804,7891
1330,1766,2282,2588,3146,3213,7994,8131,8226,8324
1386,1476,1726,1770,1870,4497,8427,8515,8598,8735
1451,1994,2187,2266,2372,4117,7986,8122,8200,8305
1528,1634,1810,1908,3018,4659,7957,8062,8167,8257
1660,2039,2284,2401,2591,3309,8023,8136,8229,8328
1661,1727,2595,2679,2972,4408,7453,7740,7821,7944
1710,1764,2388,2652,2878,2963,7992,8125,8205,8323
1731,1941,2100,2239,2983,3182,8036,8165,8250,8373
1787,1940,2096,2513,2910,3239,7759,8148,8243,8365
1873,1937,2299,2419,2813,2906,8025,8139,8242,8347
1875,2446,2601,2981,3096,3179,7004,7837,7948,8033
1929,2470,2660,2905,2970,3147,7447,7737,7820,7915
1942,2249,2524,2748,2934,3893,7374,7710,7770,7856
2008,2189,2465,2781,3210,3352,7543,7734,7811,7907
2037,2467,2655,2786,3607,3720,6268,7735,7814,7911
2145,2530,2644,3029,3275,3343,6682,7719,7772,7861
2152,2454,2647,2765,3047,3457,7091,7724,7785,7878
2208,2899,2965,3081,3932,4009,5223,7498,7545,7640
2341,2520,2720,2830,2923,3435,6674,7769,7839,7949
2452,2750,2836,2939,3441,4793,5161,7486,7520,7622
2568,2842,2940,3132,3292,3955,5626,7488,7533,7624
2569,3075,3134,3350,3459,4181,4672,7394,7541,7625
2584,3080,3143,3295,3713,4260,4584,7210,7497,7634
2609,3121,3264,3652,3787,3888,3943,7466,7579,7691
2627,2835,3122,3183,3336,3440,5888,7468,7517,7584
2649,3208,3592,3804,3915,4378,4570,6359,7205,7320
2685,2825,3333,3414,3643,4036,4528,7284,7577,7675
2807,3083,3215,3398,3495,3619,4691,7501,7546,7645
3088,3178,3226,3410,3508,3835,4035,7503,7555,7662
3185,3588,3670,3947,4163,4362,4448,4948,7306,7383
3274,3585,3669,3791,3945,4162,4243,6210,6817,7304
3334,3560,4039,4145,4423,4550,4938,5038,5458,7515
3349,3590,3679,3802,3906,4115,4951,5334,6883,7391
3356,3489,3815,4209,4385,4586,4690,4999,6053,7418
3520,3858,3940,4142,4225,4285,4644,4931,5941,7514
3598,3812,3929,3974,4118,4208,4383,4486,7096,7396
