3,62,229,376,989,9345,9596,9683,9809,9908
7,293,590,1027,2372,8657,9000,9218,9347,9489
8,1661,1797,2388,3943,7466,7994,8136,8242,8365
16,402,707,1038,2187,8462,9022,9260,9383,9523
22,253,602,929,1811,9032,9134,9271,9398,9548
30,120,751,843,1068,8033,9630,9719,9873,9933
36,338,438,559,623,8818,9634,9738,9878,9938
47,152,264,441,1256,8587,9641,9767,9890,9955
48,187,575,881,1929,8840,9183,9333,9450,9574
50,191,581,885,970,7960,9661,9804,9900,9998
61,370,455,584,803,8756,9582,9679,9807,9903
76,230,386,484,699,9116,9600,9684,9814,9911
77,706,821,906,1475,8784,9127,9253,9353,9498
111,245,318,503,599,9128,9607,9705,9857,9927
119,324,406,509,721,8812,9609,9712,9859,9929
141,762,846,1223,1634,7948,9165,9306,9420,9555
201,284,668,1651,1873,8205,9102,9207,9337,9472
239,298,399,495,592,8923,9604,9698,9827,9925
256,1203,1397,1513,2008,8473,8577,8713,8817,9043
258,959,1692,1918,2299,7543,8578,8731,8961,9061
269,351,443,657,776,8190,9653,9788,9894,9979
276,361,445,801,2239,8323,9188,9335,9452,9580
287,1451,1571,1659,2103,8328,8438,8531,8760,8872
331,423,556,608,1741,8940,9164,9283,9401,9553
348,562,646,774,2335,7837,9171,9321,9446,9560
460,691,806,902,1726,8639,8985,9103,9213,9475
587,1146,1875,2807,3598,7772,7878,7986,8125,8226
664,1286,1539,1766,1870,7205,8751,8848,8972,9099
809,1660,1787,2660,3122,7719,7891,7992,8131,8229
823,1170,1980,2269,3356,7624,8023,8139,8243,8373
842,1057,1190,1491,2486,8250,8470,8575,8704,8935
850,961,1698,1763,1830,7309,8735,8829,8963,9062
900,1287,1567,2362,3592,7447,7972,8122,8324,8427
904,1160,1454,1581,1895,8347,8440,8536,8777,8906
917,1330,1476,1672,1911,7729,8543,8689,8803,8930
955,1619,1915,2513,2609,7634,7944,8165,8257,8389
965,1115,1269,1531,2065,7662,8598,8748,8967,9080
986,1137,1439,1770,2100,7577,8518,8628,8871,8974
1031,1167,1327,1729,2266,7804,8459,8540,8660,9017
1096,1514,1752,2037,2520,7737,8167,8290,8395,8492
1113,1528,1637,1926,2765,7645,8172,8296,8413,8505
1120,1428,1647,1710,3264,7091,8200,8426,8515,8599
1299,1941,2253,3183,3720,7348,7453,7514,7579,7710
1325,1942,2588,2983,3462,7359,7457,7515,7584,7785
1386,1610,1678,1735,3308,7814,7915,8025,8148,8381
1398,1825,2750,2956,3080,7004,7490,7640,7821,8036
1419,2039,2524,2644,3435,6643,7545,7740,7949,8062
1426,1643,1709,1764,3083,7074,8063,8305,8425,8508
1586,2679,3018,3489,3766,6918,6978,7047,7154,7365
1607,1731,2470,3029,3295,7158,7468,7520,7811,7911
1690,3143,3309,4117,5337,5764,6346,6615,6742,6937
1719,1940,2569,3096,3457,6394,7503,7691,7770,7861
1727,2145,3292,3722,3835,6883,6977,7046,7139,7234
1782,2655,3820,4036,5458,6188,6287,6402,6514,6858
1810,2830,3495,4254,4634,6327,6414,6609,6695,6932
1822,2208,2419,2748,2836,7383,7488,7541,7735,7820
1860,2237,2530,2647,3178,6447,7546,7759,7839,7957
1908,1966,2152,2591,3352,7261,7517,7622,7724,7907
1913,1994,2401,2720,3893,6701,7486,7533,7625,7734
1937,2899,3088,3179,3590,5512,7321,7418,7501,7555
2096,2452,2568,2649,2970,5897,7675,7769,7856,8068
2189,2282,2601,3047,4385,6613,7060,7159,7290,7374
2225,2446,2842,3414,4118,6011,7068,7179,7306,7391
2234,2873,3147,4272,4793,5498,6445,6785,6939,7014
2249,2652,2972,3934,5445,5812,6478,6674,6817,6967
2265,4039,4245,5130,5460,5521,5626,5730,5914,6070
