592,1709,2601,6682
4245,5750,7290,7735,8373,9607
5801,6261,6694,7814,7837,8508
119,846,4815,8296,9134,9857,9933
287,2660,3143,7488,9683,9814,9925
646,1726,5458,5814,9641,9807,9908
7,62,284,3802,9472,9653,9809,9911
8,50,438,6536,8324,8871,9218,9555
16,3888,5523,6234,6308,6380,6790,7861
30,386,584,4848,7622,9719,9873,9938
47,239,1167,2972,8935,9767,9894,9979
76,823,2239,4385,8205,8735,9062,9475
111,2983,4896,5300,6287,7210,7396,8817
120,1637,2807,5125,7200,7675,9183,9253
141,324,3226,5185,6615,8200,9630,9679
152,1038,5092,5331,7321,7348,8305,8413
191,587,2965,4181,5635,9596,9890,9955
201,559,2970,5503,7044,7453,9609,9661
229,495,3590,5563,6858,7579,9333,9353
230,575,4740,5590,6167,8243,8704,8751
245,664,3440,5665,6695,7640,9306,9345
253,423,2595,3029,7359,9634,9804,9903
258,406,3858,5673,6070,8257,9207,9271
264,376,3182,5736,7003,7261,9574,9604
293,809,2923,5842,6338,7820,9452,9523
298,556,3018,5858,6405,7737,9548,9580
318,608,2939,5871,6609,7520,9553,9582
338,1797,2584,5922,6053,8025,9116,9165
348,776,3669,6033,6939,7028,9080,9127
351,1428,3215,6081,6932,6987,8974,9032
361,562,2266,3947,6412,9698,9827,9927
581,2836,3204,4142,6049,6978,9498,9712
590,2449,2454,6210,6980,7047,8347,8923
3,48,691,2679,5926,7497,8250,8803,9103
22,187,370,5621,5910,6514,7372,7515,9489
36,399,961,3275,4886,6613,7691,9401,9738
61,441,1027,2037,2039,8731,9171,9705,9788
77,842,3047,3183,4448,5542,6965,9446,9450
256,443,1397,3132,3441,7772,8531,8985,9043
269,503,2655,4260,4348,5897,7391,8660,9017
276,455,1764,3121,4324,6801,8599,8812,8848
331,484,1476,3893,3899,6674,8543,8598,9102
402,2520,3352,3787,4999,5626,6214,6680,9420
445,509,1514,3080,5764,6207,7584,8930,8967
460,2189,3075,3560,4268,5118,6701,8657,8972
599,602,1057,2609,3915,6270,9213,9337,9398
623,751,762,3178,3835,6643,8760,9188,9260
657,706,821,1567,1710,8229,9383,9929,9998
668,881,1770,2750,4222,5576,8872,8940,9321
699,806,929,2103,2335,7068,9560,9600,9900
707,955,1581,3585,5547,6402,7096,8540,8587
721,959,1096,3333,3588,6425,8777,8818,9283
774,1146,1830,3652,5219,7179,7543,7634,8023
801,1170,1203,3308,4011,6394,8470,8515,9128
803,1286,1937,2152,2647,7215,8784,8829,9347
843,1115,1398,2588,2981,6155,9000,9061,9859
850,2360,2963,3274,4165,5489,6096,8840,8963
885,1160,1439,3088,3812,6426,8323,8906,8961
900,1513,2451,2569,3692,7014,7891,7948,9022
902,1419,1528,3210,4672,5338,8462,8713,8756
904,1698,2208,2401,3081,7770,8131,8381,8426
906,1719,2830,3083,3820,5767,7546,7645,9684
917,1727,1913,2906,3804,6302,8167,8575,8689
965,1539,1741,2720,4731,5661,7821,7944,9878
970,1729,1766,2748,3096,7046,8440,8577,8628
986,1678,1860,3295,3778,6136,8226,8505,8536
989,1926,3213,4264,4586,5318,7073,7139,8492
1031,1299,2299,3679,4070,5659,7972,8473,8518
1068,1475,2362,4035,4690,5884,7719,7856,7911
1113,2368,2486,2568,3766,5730,8136,8395,8438
1120,1269,2372,3134,5038,6346,7734,7839,8148
1137,2398,2652,5043,5158,5748,5786,5914,9164
1190,1426,2465,3350,4433,5086,7957,7994,9099
1223,2065,2467,3945,4364,5223,7624,7724,8365
1256,1763,2524,2627,3962,5514,7986,8033,9335
1287,2253,2530,2644,5495,5784,6191,8389,8427
1325,2591,2873,3508,4117,5711,7320,7365,8190
1327,2008,2649,2781,3310,6416,7625,8425,8459
1330,2765,2786,3462,5813,6112,6327,6445,7960
1386,1811,2779,2899,3185,6200,8122,8290,8328
1451,1787,2813,3122,4644,5823,7541,7577,8242
1454,1941,2388,2878,4208,5129,7785,8578,8639
1491,2265,2910,4951,4990,5942,6158,7091,7202
1531,2225,2956,4497,5081,5161,7029,7054,7466
1571,1731,3125,4118,4243,5460,7172,7769,7811
1586,1870,3147,3309,4479,4570,7804,8063,8172
1607,1822,3208,4584,4691,6037,6651,6883,7517
1610,2446,3239,3936,3940,5888,6937,7490,7514
1619,1918,3264,3435,3974,5217,7545,7992,8036
1634,1908,3292,3636,4492,5362,7468,7498,7710
1643,2419,3293,3955,5492,5518,6470,6976,7234
1647,3179,3334,4378,4410,5337,6359,6478,7878
1651,1895,3349,3520,3598,4383,7907,7949,8748
1659,3336,3356,4508,5095,5557,6180,6268,7041
1660,2452,3414,3906,4660,5018,7074,7154,7662
1661,1782,3489,4145,4469,4919,7447,7533,7555
1672,2237,3607,3943,4388,5512,6661,6918,8062
1690,1735,3670,4423,4783,5493,6414,7374,7418
1692,3619,3713,4139,4163,4408,6559,6967,7740
1752,3410,3720,4115,4241,5675,6364,6785,6938
1810,1942,3722,4225,4550,5496,6817,6935,7503
1825,2513,3791,4285,4486,4659,7064,7093,7284
1873,1980,2940,3797,4039,4249,7915,8068,8139
1875,1994,3643,3815,4751,5334,6100,7729,7759
1911,2905,3495,3929,5000,5130,5941,7306,7383
1915,2685,3932,4036,4948,5498,5622,7159,7205
1929,1966,3934,4931,5229,5889,5906,6447,6769
1940,2825,4009,4254,4362,4689,6940,6977,7004
2096,2461,3592,4061,4652,5240,6047,7394,7457
2100,2269,2341,4133,5148,5280,5439,8125,8165
2145,2470,3398,4136,4224,5629,6011,7486,7501
2187,3459,4162,4209,4569,5445,5663,6246,7060
2234,2842,3457,4272,4667,5431,5630,7158,7309
2249,2835,4528,4557,4938,5013,5521,6617,6742
2282,2934,3146,4560,4634,4994,5812,7304,7334
2284,3343,4640,4793,4803,4947,5610,6188,6392
