3945,3962
5542,5665,5888,6100,6167,6359,6478,6801
5621,5750,6037,6191,6200,6394,6402,6405
3398,5043,5318,5337,5518,5635,5813,6287,6651
4118,4783,5092,5158,5185,5812,6070,6268,6514
4245,4803,5095,5362,5521,5659,5842,6081,6392
4272,4815,4951,5118,5217,5439,6096,6302,6790
4385,4584,4947,5495,5590,5711,5942,6158,6188
4448,4990,4994,5229,5503,5675,5748,6033,6380
4569,4948,5148,5489,5492,5547,5563,5914,5922
4690,4731,5300,5512,5576,5622,5736,5784,6049
3,61,191,348,989,8381,9607,9698,9814,9908
7,201,351,441,559,8389,9609,9705,9827,9911
8,361,623,751,1160,8575,9188,9333,9446,9555
16,77,445,575,762,7986,9634,9719,9859,9927
22,293,455,581,657,7811,9641,9738,9873,9929
30,245,298,386,584,8226,9653,9767,9878,9933
36,120,253,318,668,8328,9661,9788,9890,9938
47,141,256,495,590,8139,9679,9804,9894,9955
48,503,900,1115,1398,7284,9271,9383,9498,9600
50,264,423,809,1120,6940,9684,9809,9903,9998
62,276,608,1146,1911,7520,9183,9321,9420,9553
76,229,443,562,842,7724,9630,9712,9857,9925
111,376,774,1057,1710,7396,9213,9337,9452,9574
119,460,850,1190,1719,7047,9218,9345,9472,9580
152,258,331,406,970,7514,9683,9807,9900,9979
187,509,706,986,1514,7290,9283,9398,9523,9604
230,843,1038,1825,1915,7320,8803,8923,9000,9103
239,846,955,1170,2008,7907,8812,8930,9017,9116
269,438,602,821,904,8540,9171,9306,9401,9548
284,917,1439,1822,2152,6609,8784,8906,8985,9102
287,370,646,929,1325,7891,9207,9335,9450,9560
324,402,885,965,1223,7503,9260,9353,9489,9596
338,599,902,1619,1731,7769,8848,8967,9062,9165
399,484,801,961,1929,6769,9253,9347,9475,9582
556,707,1426,1634,1690,7304,8760,8871,8972,9080
587,881,1096,1386,1586,7546,8818,8940,9032,9128
592,1672,1787,2335,2601,5663,8440,8531,8628,8751
664,776,1068,1766,2208,6617,8817,8935,9022,9127
691,803,1113,1607,1661,7158,8829,8961,9043,9134
699,806,1256,1610,1940,6661,8840,8963,9061,9164
721,823,906,1531,1811,7486,8777,8872,8974,9099
959,1330,1581,1860,2965,6053,8426,8508,8587,8731
1027,1287,1637,1741,2145,7200,8290,8470,8543,8660
1031,1539,1643,1752,1980,7202,8296,8395,8473,8689
1137,1286,1810,1908,1942,7374,8167,8257,8462,8657
1167,1451,1567,1709,2873,6047,8413,8492,8577,8704
1203,1476,2039,2225,2284,5498,8427,8515,8598,8735
1269,1678,2341,2449,3787,4652,8036,8165,8250,8373
1299,1698,2265,2368,2568,6694,7878,7972,8068,8190
1327,1571,1651,1764,2652,5814,8425,8505,8578,8713
1397,1727,1782,2065,2486,5240,8438,8518,8599,8748
1419,1797,1895,1941,2100,5458,8459,8536,8639,8756
1428,1692,1966,2939,3588,5331,7861,7960,8063,8172
1454,1830,2189,2388,2584,5910,7992,8125,8205,8323
1475,1659,1926,2037,3720,5823,7911,7994,8131,8324
1491,1937,2234,2679,2972,5129,7944,8025,8242,8347
1513,1875,2910,2981,3858,4644,7675,7759,7837,7948
1528,2451,2524,2748,2934,6536,7468,7517,7584,7710
1647,1994,2187,2266,2569,5906,7804,8122,8200,8305
1660,2591,2807,3083,3934,4222,7501,7645,7737,7820
1726,1770,1870,2401,2660,6270,7915,8023,8136,8229
1729,2096,2237,2446,2685,5018,8033,8148,8243,8365
1735,2103,2249,2360,3122,5786,7770,7856,7957,8062
1763,2461,2649,2956,3293,5493,7490,7541,7625,7729
1873,2299,2419,2595,3178,5858,7555,7662,7740,7821
1913,2454,2647,2765,3457,5334,7488,7533,7624,7785
1918,2269,2963,3080,3143,5219,7497,7543,7634,7734
2239,2609,2720,2830,3121,4423,7579,7691,7839,7949
2253,2362,2530,3125,3441,4793,7383,7622,7719,7772
2282,2398,2588,2655,2786,5557,7545,7640,7735,7814
2372,2779,3350,3592,3692,4479,7044,7093,7205,7394
2452,2750,2836,3029,3343,6214,6967,7029,7074,7306
2465,2878,3210,3462,3929,4383,7046,7096,7210,7321
2467,2899,3081,3146,3356,4586,7215,7334,7418,7498
2470,2970,3495,3820,4136,4388,6643,6937,6987,7154
2513,2825,3096,3520,3643,3940,7064,7365,7457,7577
2520,2923,3264,3435,3888,3943,6674,7372,7466,7515
2627,2835,3018,3183,4433,4659,6965,7028,7073,7179
2644,3185,3275,4163,4560,4660,6414,6559,6682,6858
2781,3295,3352,3713,3974,4848,6426,6701,6932,6978
2813,2906,3226,3508,3636,3835,7003,7261,7359,7453
2842,3349,3590,3679,4364,4667,6234,6416,6883,6976
2905,3147,3215,3309,3619,3722,7054,7234,7348,7447
2940,3047,3132,3292,3802,3955,7041,7091,7309,7391
2983,3182,3334,3560,4039,5038,5610,7014,7068,7172
3075,3915,4117,4254,4570,4672,5629,5730,6425,6613
3088,3310,3410,3936,4139,4408,5926,6785,6938,7060
3134,3208,3459,3804,4181,4378,6246,6695,6918,6977
3179,3333,3414,3778,4142,4285,5767,6939,7004,7159
3204,3906,4165,4249,4469,5086,5523,5897,6155,6346
3213,3308,3489,3815,3932,4009,6180,6935,6980,7139
